,CampusKey,SiteKey,Timestamp,SolarGeneration,time
696874,3,12,2020-01-05 06:00:00,0.0,06:00:00
696875,3,12,2020-01-05 06:15:00,0.0,06:15:00
696876,3,12,2020-01-05 06:30:00,0.0,06:30:00
696877,3,12,2020-01-05 06:45:00,0.0,06:45:00
696878,3,12,2020-01-05 07:00:00,0.281299999973271,07:00:00
696879,3,12,2020-01-05 07:15:00,0.5,07:15:00
696880,3,12,2020-01-05 07:30:00,0.4062000000267289,07:30:00
696881,3,12,2020-01-05 07:45:00,0.343799999973271,07:45:00
696882,3,12,2020-01-05 08:00:00,0.468700000026729,08:00:00
696883,3,12,2020-01-05 08:15:00,0.6875,08:15:00
696884,3,12,2020-01-05 08:30:00,1.0,08:30:00
696885,3,12,2020-01-05 08:45:00,1.093799999973271,08:45:00
696886,3,12,2020-01-05 09:00:00,1.5625,09:00:00
696887,3,12,2020-01-05 09:15:00,1.3125,09:15:00
696888,3,12,2020-01-05 09:30:00,1.75,09:30:00
696889,3,12,2020-01-05 09:45:00,1.3437000000267292,09:45:00
696890,3,12,2020-01-05 10:00:00,2.343799999973271,10:00:00
696891,3,12,2020-01-05 10:15:00,3.0,10:15:00
696892,3,12,2020-01-05 10:30:00,4.718700000026728,10:30:00
696893,3,12,2020-01-05 10:45:00,5.3125,10:45:00
696894,3,12,2020-01-05 11:00:00,3.843799999973272,11:00:00
696895,3,12,2020-01-05 11:15:00,3.3437000000267285,11:15:00
696896,3,12,2020-01-05 11:30:00,2.531299999973271,11:30:00
696897,3,12,2020-01-05 11:45:00,2.531200000026729,11:45:00
696898,3,12,2020-01-05 12:00:00,2.406299999973271,12:00:00
696899,3,12,2020-01-05 12:15:00,4.093700000026728,12:15:00
696900,3,12,2020-01-05 12:30:00,4.468799999973272,12:30:00
696901,3,12,2020-01-05 12:45:00,5.4375,12:45:00
696902,3,12,2020-01-05 13:00:00,7.625,13:00:00
696903,3,12,2020-01-05 13:15:00,7.9375,13:15:00
696904,3,12,2020-01-05 13:30:00,4.8125,13:30:00
696905,3,12,2020-01-05 13:45:00,4.281200000026728,13:45:00
696906,3,12,2020-01-05 14:00:00,5.25,14:00:00
696907,3,12,2020-01-05 14:15:00,6.718799999973271,14:15:00
696908,3,12,2020-01-05 14:30:00,4.8125,14:30:00
